category;code;description;country_code;source
legalform;5653;SA coopérative artisanale à directoire;FR;INSEE
legalform;5654;SA coopérative d'intérêt maritime à directoire;FR;INSEE
legalform;5655;SA coopérative de transport à directoire;FR;INSEE
legalform;5658;SA coopérative de production (SCOP) à directoire;FR;INSEE
legalform;5659;SA union de sociétés coopératives à directoire;FR;INSEE
legalform;5660;Autre SA coopérative à directoire;FR;INSEE
legalform;5670;Société de Participations Financières de Profession Libérale Société anonyme à Directoire (SPFPL SA à directoire);FR;INSEE
legalform;5685;Société d'exercice libéral à forme anonyme à directoire;FR;INSEE
legalform;5699;SA à directoire (s.a.i.);FR;INSEE
legalform;57;Société par actions simplifiée;FR;INSEE
legalform;5710;SAS, société par actions simplifiée;FR;INSEE
legalform;5770;Société de Participations Financières de Profession Libérale Société par actions simplifiée (SPFPL SAS);FR;INSEE
legalform;5785;Société d'exercice libéral par action simplifiée;FR;INSEE
legalform;58;Société européenne;FR;INSEE
legalform;5800;Société européenne;FR;INSEE
legalform;6;Autre personne morale immatriculée au RCS;FR;INSEE
legalform;61;Caisse d'épargne et de prévoyance;FR;INSEE
legalform;6100;Caisse d'Épargne et de Prévoyance;FR;INSEE
legalform;62;Groupement d'intérêt économique;FR;INSEE
legalform;6210;Groupement européen d'intérêt économique (GEIE);FR;INSEE
legalform;6220;Groupement d'intérêt économique (GIE);FR;INSEE
legalform;63;Société coopérative agricole;FR;INSEE
legalform;6316;Coopérative d'utilisation de matériel agricole en commun (CUMA);FR;INSEE
legalform;6317;Société coopérative agricole;FR;INSEE
legalform;6318;Union de sociétés coopératives agricoles;FR;INSEE
legalform;64;Société d'assurance mutuelle;FR;INSEE
legalform;6411;Société d'assurance à forme mutuelle;FR;INSEE
legalform;65;Société civile;FR;INSEE
legalform;6511;Sociétés Interprofessionnelles de Soins Ambulatoires;FR;INSEE
legalform;6521;Société civile de placement collectif immobilier (SCPI);FR;INSEE
legalform;6532;Société civile d'intérêt collectif agricole (SICA);FR;INSEE
legalform;6533;Groupement agricole d'exploitation en commun (GAEC);FR;INSEE
legalform;6534;Groupement foncier agricole;FR;INSEE
legalform;6535;Groupement agricole foncier;FR;INSEE
legalform;6536;Groupement forestier;FR;INSEE
legalform;6537;Groupement pastoral;FR;INSEE
legalform;6538;Groupement foncier et rural;FR;INSEE
legalform;6539;Société civile foncière;FR;INSEE
legalform;6540;Société civile immobilière;FR;INSEE
legalform;6541;Société civile immobilière de construction-vente;FR;INSEE
legalform;6542;Société civile d'attribution;FR;INSEE
legalform;6543;Société civile coopérative de construction;FR;INSEE
legalform;6544;Société civile immobilière d' accession progressive à la propriété;FR;INSEE
legalform;6551;Société civile coopérative de consommation;FR;INSEE
legalform;6554;Société civile coopérative d'intérêt maritime;FR;INSEE
legalform;6558;Société civile coopérative entre médecins;FR;INSEE
legalform;6560;Autre société civile coopérative;FR;INSEE
legalform;6561;SCP d'avocats;FR;INSEE
legalform;6562;SCP d'avocats aux conseils;FR;INSEE
legalform;6563;SCP d'avoués d'appel;FR;INSEE
legalform;6564;SCP d'huissiers;FR;INSEE
legalform;6565;SCP de notaires;FR;INSEE
legalform;6566;SCP de commissaires-priseurs;FR;INSEE
legalform;6567;SCP de greffiers de tribunal de commerce;FR;INSEE
legalform;6568;SCP de conseils juridiques;FR;INSEE
legalform;6569;SCP de commissaires aux comptes;FR;INSEE
legalform;6571;SCP de médecins;FR;INSEE
legalform;6572;SCP de dentistes;FR;INSEE
legalform;6573;SCP d'infirmiers;FR;INSEE
legalform;6574;SCP de masseurs-kinésithérapeutes;FR;INSEE
legalform;6575;SCP de directeurs de laboratoire d'analyse médicale;FR;INSEE
legalform;6576;SCP de vétérinaires;FR;INSEE
legalform;6577;SCP de géomètres experts;FR;INSEE
legalform;6578;SCP d'architectes;FR;INSEE
legalform;6585;Autre société civile professionnelle;FR;INSEE
legalform;6589;Société civile de moyens;FR;INSEE
legalform;6595;Caisse locale de crédit mutuel;FR;INSEE
legalform;6596;Caisse de crédit agricole mutuel;FR;INSEE
legalform;6597;Société civile d'exploitation agricole;FR;INSEE
legalform;6598;Exploitation agricole à responsabilité limitée;FR;INSEE
legalform;6599;Autre société civile;FR;INSEE
legalform;69;Autre personne morale de droit privé inscrite au registre du commerce et des sociétés;FR;INSEE
legalform;6901;Autre personne de droit privé inscrite au registre du commerce et des sociétés;FR;INSEE
legalform;7;Personne morale et organisme soumis au droit administratif;FR;INSEE
legalform;71;Administration de l'état;FR;INSEE
legalform;7111;Autorité constitutionnelle;FR;INSEE
legalform;7112;Autorité administrative ou publique indépendante;FR;INSEE
legalform;7113;Ministère;FR;INSEE
legalform;7120;Service central d'un ministère;FR;INSEE
legalform;7150;Service du ministère de la Défense;FR;INSEE
legalform;7160;Service déconcentré à compétence nationale d'un ministère (hors Défense);FR;INSEE
legalform;7171;Service déconcentré de l'État à compétence (inter) régionale;FR;INSEE
legalform;7172;Service déconcentré de l'État à compétence (inter) départementale;FR;INSEE
legalform;7179;(Autre) Service déconcentré de l'État à compétence territoriale;FR;INSEE
legalform;7190;Ecole nationale non dotée de la personnalité morale;FR;INSEE
legalform;72;Collectivité territoriale;FR;INSEE
legalform;7210;Commune et commune nouvelle;FR;INSEE
legalform;7220;Département;FR;INSEE
legalform;7225;Collectivité et territoire d'Outre Mer;FR;INSEE
legalform;7229;(Autre) Collectivité territoriale;FR;INSEE
legalform;7230;Région;FR;INSEE
legalform;73;Etablissement public administratif;FR;INSEE
legalform;7312;Commune associée et commune déléguée;FR;INSEE
legalform;7313;Section de commune;FR;INSEE
legalform;7314;Ensemble urbain;FR;INSEE
legalform;7321;Association syndicale autorisée;FR;INSEE
legalform;7322;Association foncière urbaine;FR;INSEE
legalform;7323;Association foncière de remembrement;FR;INSEE
legalform;7331;Établissement public local d'enseignement;FR;INSEE
legalform;7340;Pôle métropolitain;FR;INSEE
legalform;7341;Secteur de commune;FR;INSEE
legalform;7342;District urbain;FR;INSEE
legalform;7343;Communauté urbaine;FR;INSEE
legalform;7344;Métropole;FR;INSEE
legalform;7345;Syndicat intercommunal à vocation multiple (SIVOM);FR;INSEE
legalform;7346;Communauté de communes;FR;INSEE
legalform;7347;Communauté de villes;FR;INSEE
legalform;7348;Communauté d'agglomération;FR;INSEE
legalform;7349;Autre établissement public local de coopération non spécialisé ou entente;FR;INSEE
legalform;7351;Institution interdépartementale ou entente;FR;INSEE
legalform;7352;Institution interrégionale ou entente;FR;INSEE
legalform;7353;Syndicat intercommunal à vocation unique (SIVU);FR;INSEE
legalform;7354;Syndicat mixte fermé;FR;INSEE
legalform;7355;Syndicat mixte ouvert;FR;INSEE
legalform;7356;Commission syndicale pour la gestion des biens indivis des communes;FR;INSEE
legalform;7357;Pôle d'équilibre territorial et rural (PETR);FR;INSEE
legalform;7361;Centre communal d'action sociale;FR;INSEE
legalform;7362;Caisse des écoles;FR;INSEE
legalform;7363;Caisse de crédit municipal;FR;INSEE
legalform;7364;Établissement d'hospitalisation;FR;INSEE
legalform;7365;Syndicat inter hospitalier;FR;INSEE
legalform;7366;Établissement public local social et médico-social;FR;INSEE
legalform;7367;Centre Intercommunal d'action sociale (CIAS);FR;INSEE
legalform;7371;Office public d'habitation à loyer modéré (OPHLM);FR;INSEE
legalform;7372;Service départemental d'incendie et de secours (SDIS);FR;INSEE
legalform;7373;Établissement public local culturel;FR;INSEE
legalform;7378;Régie d'une collectivité locale à caractère administratif;FR;INSEE
legalform;7379;(Autre) Établissement public administratif local;FR;INSEE
legalform;7381;Organisme consulaire;FR;INSEE
legalform;7382;Établissement public national ayant fonction d'administration centrale;FR;INSEE
legalform;7383;Établissement public national à caractère scientifique culturel et professionnel;FR;INSEE
legalform;7384;Autre établissement public national d'enseignement;FR;INSEE
legalform;7385;Autre établissement public national administratif à compétence territoriale limitée;FR;INSEE
legalform;7389;Établissement public national à caractère administratif;FR;INSEE
legalform;74;Autre personne morale de droit public administratif;FR;INSEE
legalform;7410;Groupement d'intérêt public (GIP);FR;INSEE
legalform;7430;Établissement public des cultes d'Alsace-Lorraine;FR;INSEE
legalform;7450;Etablissement public administratif, cercle et foyer dans les armées;FR;INSEE
legalform;7470;Groupement de coopération sanitaire à gestion publique;FR;INSEE
legalform;7490;Autre personne morale de droit administratif;FR;INSEE
legalform;8;Organisme privé spécialisé;FR;INSEE
legalform;81;Organisme gérant un régime de protection sociale à adhésion obligatoire;FR;INSEE
legalform;8110;Régime général de la Sécurité Sociale;FR;INSEE
legalform;8120;Régime spécial de Sécurité Sociale;FR;INSEE
legalform;8130;Institution de retraite complémentaire;FR;INSEE
legalform;8140;Mutualité sociale agricole;FR;INSEE
legalform;8150;Régime maladie des non-salariés non agricoles;FR;INSEE
legalform;8160;Régime vieillesse ne dépendant pas du régime général de la Sécurité Sociale;FR;INSEE
legalform;8170;Régime d'assurance chômage;FR;INSEE
legalform;8190;Autre régime de prévoyance sociale;FR;INSEE
legalform;82;Organisme mutualiste;FR;INSEE
legalform;8210;Mutuelle;FR;INSEE
legalform;8250;Assurance mutuelle agricole;FR;INSEE
legalform;8290;Autre organisme mutualiste;FR;INSEE
legalform;83;Comité d'entreprise;FR;INSEE
legalform;8310;Comité social économique d’entreprise;FR;INSEE
legalform;8311;Comité social économique d'établissement;FR;INSEE
legalform;84;Organisme professionnel;FR;INSEE
legalform;8410;Syndicat de salariés;FR;INSEE
legalform;8420;Syndicat patronal;FR;INSEE
legalform;8450;Ordre professionnel ou assimilé;FR;INSEE
legalform;8470;Centre technique industriel ou comité professionnel du développement économique;FR;INSEE
legalform;8490;Autre organisme professionnel;FR;INSEE
legalform;85;Organisme de retraite à adhésion non obligatoire;FR;INSEE
legalform;8510;Institution de prévoyance;FR;INSEE
legalform;8520;Institution de retraite supplémentaire;FR;INSEE
legalform;9;Groupement de droit privé;FR;INSEE
legalform;91;Syndicat de propriétaires;FR;INSEE
legalform;9110;Syndicat de copropriété;FR;INSEE
legalform;9150;Association syndicale libre;FR;INSEE
legalform;92;Association loi 1901 ou assimilé;FR;INSEE
legalform;9210;Association non déclarée;FR;INSEE
legalform;9220;Association déclarée;FR;INSEE
legalform;9221;Association déclarée d'insertion par l'économique;FR;INSEE
legalform;9222;Association intermédiaire;FR;INSEE
legalform;9223;Groupement d'employeurs;FR;INSEE
legalform;9224;Association d'avocats à responsabilité professionnelle individuelle;FR;INSEE
legalform;9230;Association déclarée, reconnue d'utilité publique;FR;INSEE
legalform;9240;Congrégation;FR;INSEE
legalform;9260;Association de droit local (Bas-Rhin, Haut-Rhin et Moselle);FR;INSEE
legalform;93;Fondation;FR;INSEE
legalform;9300;Fondation;FR;INSEE
legalform;99;Autre personne morale de droit privé;FR;INSEE
legalform;9900;Autre personne morale de droit privé;FR;INSEE
legalform;9970;Groupement de coopération sanitaire à gestion privée;FR;INSEE
